count_point_id,direction_of_travel,year,count_date,hour,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
703,E,2003,2003-03-20,7,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,3,533,1,164,51,8,9,18,24,32,142,843
703,E,2003,2003-03-20,8,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,3,745,1,128,31,8,8,13,28,28,116,993
703,E,2003,2003-03-20,9,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,2,598,2,142,51,3,1,13,32,27,127,871
703,E,2003,2003-03-20,10,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,517,0,100,49,5,2,10,44,21,131,749
703,E,2003,2003-03-20,11,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,0,448,0,104,51,8,7,9,23,36,134,686
703,E,2003,2003-03-20,12,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,0,510,6,91,38,6,1,10,41,24,120,727
703,E,2003,2003-03-20,13,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,4,578,7,84,46,5,8,9,32,17,117,790
703,E,2003,2003-03-20,14,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,3,609,1,90,38,2,2,13,26,37,118,821
703,E,2003,2003-03-20,15,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,0,631,4,91,39,9,7,13,39,18,125,851
703,E,2003,2003-03-20,16,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,5,807,0,94,27,9,4,4,28,12,84,990
703,E,2003,2003-03-20,17,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,5,811,0,83,25,6,2,6,16,11,66,965
703,E,2003,2003-03-20,18,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,732,0,58,12,5,1,0,14,11,43,834
703,W,2003,2003-03-20,7,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,2,953,5,167,47,5,4,5,19,16,96,1223
703,W,2003,2003-03-20,8,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,5,957,1,130,46,3,4,12,23,19,107,1200
703,W,2003,2003-03-20,9,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,851,1,115,53,5,4,11,32,16,121,1089
703,W,2003,2003-03-20,10,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,3,594,3,93,61,12,6,13,35,33,160,853
703,W,2003,2003-03-20,11,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,2,604,5,98,63,7,4,15,45,29,163,872
703,W,2003,2003-03-20,12,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,651,1,113,66,6,4,9,31,31,147,913
703,W,2003,2003-03-20,13,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,3,602,8,126,63,11,4,30,54,20,182,921
703,W,2003,2003-03-20,14,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,576,2,140,83,9,3,14,34,34,177,896
703,W,2003,2003-03-20,15,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,3,676,4,178,83,14,3,19,39,32,190,1051
703,W,2003,2003-03-20,16,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,866,3,161,78,8,1,23,25,16,151,1182
703,W,2003,2003-03-20,17,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,3,783,5,138,41,3,3,14,35,23,119,1048
703,W,2003,2003-03-20,18,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,626,3,58,24,0,1,13,24,22,84,772
703,E,2006,2006-03-17,7,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,542,2,158,48,11,15,15,23,23,135,838
703,E,2006,2006-03-17,8,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,732,0,145,56,7,5,13,39,25,145,1023
703,E,2006,2006-03-17,9,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,446,6,111,54,3,16,9,39,34,155,719
703,E,2006,2006-03-17,10,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,490,4,106,33,5,11,11,43,24,127,728
703,E,2006,2006-03-17,11,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,0,523,6,95,48,7,14,5,39,32,145,769
703,E,2006,2006-03-17,12,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,601,4,119,41,9,6,7,26,20,109,834
703,E,2006,2006-03-17,13,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,581,3,106,23,2,8,7,18,11,69,760
703,E,2006,2006-03-17,14,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,786,6,113,32,4,8,7,25,14,90,996
703,E,2006,2006-03-17,15,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,737,6,130,31,5,5,8,18,16,83,957
703,E,2006,2006-03-17,16,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,4,780,3,94,15,7,6,4,9,13,54,935
703,E,2006,2006-03-17,17,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,0,854,7,55,10,2,6,2,17,10,47,963
703,E,2006,2006-03-17,18,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,2,715,7,44,4,1,2,0,15,4,26,794
703,W,2006,2006-03-17,7,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,3,902,5,190,37,8,2,14,18,12,91,1191
703,W,2006,2006-03-17,8,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,3,947,5,120,51,17,12,15,34,27,156,1231
703,W,2006,2006-03-17,9,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,860,5,127,56,6,13,9,46,37,167,1160
703,W,2006,2006-03-17,10,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,0,717,7,138,59,3,9,17,41,31,160,1022
703,W,2006,2006-03-17,11,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,0,727,5,131,50,8,13,16,45,30,162,1025
703,W,2006,2006-03-17,12,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,745,6,125,54,10,13,19,50,30,176,1053
703,W,2006,2006-03-17,13,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,2,680,3,127,74,11,13,17,43,29,187,999
703,W,2006,2006-03-17,14,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,2,748,6,170,77,8,5,24,34,20,168,1094
703,W,2006,2006-03-17,15,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,0,818,5,147,54,5,8,14,43,22,146,1116
703,W,2006,2006-03-17,16,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,901,8,138,56,9,9,7,29,28,138,1186
703,W,2006,2006-03-17,17,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,840,8,100,31,1,4,9,18,19,82,1031
703,W,2006,2006-03-17,18,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,701,6,65,20,2,1,12,13,20,68,841
703,N,2008,2008-06-06,7,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,14,1078,5,166,44,6,4,3,24,23,104,1367
703,N,2008,2008-06-06,8,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,9,1109,0,147,47,10,11,0,28,30,126,1391
703,N,2008,2008-06-06,9,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,10,1237,3,167,38,8,6,2,46,37,137,1554
703,N,2008,2008-06-06,10,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,6,847,11,142,80,10,12,5,33,35,175,1181
703,N,2008,2008-06-06,11,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,15,1014,7,184,39,17,10,2,98,18,184,1404
703,N,2008,2008-06-06,12,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,20,1151,6,190,32,16,10,2,71,17,148,1515
703,N,2008,2008-06-06,13,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,13,851,6,198,75,16,5,6,45,34,181,1249
703,N,2008,2008-06-06,14,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,4,954,12,204,91,11,1,7,23,21,154,1328
703,N,2008,2008-06-06,15,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,5,1223,5,167,31,22,4,3,43,26,129,1529
703,N,2008,2008-06-06,16,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,13,1191,5,150,55,4,6,4,28,25,122,1481
703,N,2008,2008-06-06,17,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,12,1256,7,96,33,0,1,4,20,17,75,1446
703,N,2008,2008-06-06,18,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,9,787,11,94,28,7,6,5,15,17,78,979
703,S,2008,2008-06-06,7,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,6,603,3,202,48,18,12,8,28,36,150,964
703,S,2008,2008-06-06,8,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,4,685,6,182,62,9,6,10,33,34,154,1031
703,S,2008,2008-06-06,9,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,8,641,4,173,76,13,11,4,42,37,183,1009
703,S,2008,2008-06-06,10,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,15,737,5,166,57,9,11,6,39,44,166,1089
703,S,2008,2008-06-06,11,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,11,734,6,137,50,8,6,8,48,31,151,1039
703,S,2008,2008-06-06,12,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,8,897,2,162,62,8,22,6,44,46,188,1257
703,S,2008,2008-06-06,13,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,19,950,5,170,59,7,10,6,40,27,149,1293
703,S,2008,2008-06-06,14,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,10,1372,4,173,33,13,6,2,44,21,119,1678
703,S,2008,2008-06-06,15,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,17,872,5,208,44,8,9,1,23,15,100,1202
703,S,2008,2008-06-06,16,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,7,622,6,136,25,6,2,2,12,8,55,826
703,S,2008,2008-06-06,17,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,3,1863,13,128,3,2,3,2,17,6,33,2040
703,S,2008,2008-06-06,18,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,2,1942,18,163,4,8,3,2,19,3,39,2164
703,N,2016,2016-09-29,7,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,922,6,345,54,11,7,7,23,45,147,1421
703,N,2016,2016-09-29,8,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,0,907,5,339,48,9,8,4,22,75,166,1417
703,N,2016,2016-09-29,9,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,782,5,283,48,18,15,4,27,85,197,1268
703,N,2016,2016-09-29,10,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,679,3,210,43,13,15,2,33,79,185,1078
703,N,2016,2016-09-29,11,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,0,689,7,206,39,12,15,2,16,73,157,1059
703,N,2016,2016-09-29,12,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,3,770,2,207,38,7,17,1,14,82,159,1141
703,N,2016,2016-09-29,13,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,835,4,177,36,14,11,3,8,61,133,1150
703,N,2016,2016-09-29,14,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,4,988,5,253,29,8,6,4,20,51,118,1368
703,N,2016,2016-09-29,15,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,1110,1,271,25,6,8,4,12,49,104,1487
703,N,2016,2016-09-29,16,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,2,1309,1,203,20,1,5,0,12,36,74,1589
703,N,2016,2016-09-29,17,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,5,1191,4,147,9,1,3,1,25,21,60,1407
703,N,2016,2016-09-29,18,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,3,1146,2,124,9,2,0,1,13,24,49,1324
703,S,2016,2016-09-29,7,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,1219,4,266,20,4,5,5,23,35,92,1582
703,S,2016,2016-09-29,8,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,3,1231,6,266,24,6,9,3,22,65,129,1635
703,S,2016,2016-09-29,9,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,4,1076,6,271,46,9,3,2,37,67,164,1521
703,S,2016,2016-09-29,10,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,4,941,3,190,46,14,14,7,24,52,157,1295
703,S,2016,2016-09-29,11,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,5,1014,5,206,48,14,22,9,35,60,188,1418
703,S,2016,2016-09-29,12,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,1,840,2,198,61,11,8,5,31,85,201,1242
703,S,2016,2016-09-29,13,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,2,910,3,242,54,12,10,7,31,85,199,1356
703,S,2016,2016-09-29,14,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,0,1243,4,426,51,4,13,3,16,89,176,1849
703,S,2016,2016-09-29,15,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,0,1116,7,355,63,10,9,8,43,80,213,1691
703,S,2016,2016-09-29,16,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,0,1290,4,364,63,5,5,5,27,66,171,1829
703,S,2016,2016-09-29,17,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,6,1254,5,250,27,4,2,4,39,29,105,1620
703,S,2016,2016-09-29,18,3,Scotland,29,City of Edinburgh,M9,Major,1,A8000,311900,675200,55.96170391,-3.41278103,1.9,1.18,0,4,1004,5,198,28,5,1,3,20,43,100,1311
1006,E,2000,2000-10-09,7,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,2,1,198,17,29,5,2,0,0,0,0,7,252
1006,E,2000,2000-10-09,8,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,2,2,443,23,40,16,0,1,0,1,0,18,526
1006,E,2000,2000-10-09,9,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,3,0,391,30,43,10,1,1,0,0,0,12,476
1006,E,2000,2000-10-09,10,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,3,2,375,21,56,15,4,0,0,1,0,20,474
1006,E,2000,2000-10-09,11,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,4,0,445,19,58,20,2,0,1,1,0,24,546
1006,E,2000,2000-10-09,12,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,1,3,480,20,37,0,2,1,0,0,0,3,543
1006,E,2000,2000-10-09,13,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,1,2,486,17,44,6,2,0,0,1,0,9,558
1006,E,2000,2000-10-09,14,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,0,3,508,18,77,17,5,0,0,1,0,23,629
1006,E,2000,2000-10-09,15,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,0,4,663,18,57,24,2,1,0,2,0,29,771
1006,E,2000,2000-10-09,16,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,1,12,884,16,109,10,0,0,0,0,0,10,1031
1006,E,2000,2000-10-09,17,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,6,14,1095,29,84,3,0,0,0,1,0,4,1226
1006,E,2000,2000-10-09,18,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,2,6,808,23,37,3,0,0,0,1,0,4,878
1006,W,2000,2000-10-09,7,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,12,2,886,18,127,13,1,1,0,0,1,16,1049
1006,W,2000,2000-10-09,8,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,18,7,1169,35,96,15,4,0,0,0,0,19,1326
1006,W,2000,2000-10-09,9,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,3,7,639,21,63,15,6,0,0,0,0,21,751
1006,W,2000,2000-10-09,10,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,0,4,438,18,55,15,7,0,1,2,0,25,540
1006,W,2000,2000-10-09,11,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,2,2,441,18,64,19,4,0,0,2,1,26,551
1006,W,2000,2000-10-09,12,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,1,3,41,20,37,11,1,0,1,1,1,15,116
1006,W,2000,2000-10-09,13,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,0,0,470,21,53,16,2,0,1,1,0,20,564
1006,W,2000,2000-10-09,14,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,2,2,414,19,56,13,4,1,0,1,0,19,510
1006,W,2000,2000-10-09,15,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,0,1,469,25,62,9,1,1,0,0,1,12,569
1006,W,2000,2000-10-09,16,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,1,2,525,26,46,11,2,0,0,0,0,13,612
1006,W,2000,2000-10-09,17,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,1,2,517,19,18,5,0,0,1,0,0,6,562
1006,W,2000,2000-10-09,18,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,1,1,542,14,35,2,0,0,0,0,0,2,594
1006,E,2004,2004-09-13,7,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,2,2,260,21,39,7,0,1,1,0,0,9,331
1006,E,2004,2004-09-13,8,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,3,6,470,34,61,11,2,0,1,1,0,15,586
1006,E,2004,2004-09-13,9,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,0,1,441,32,51,12,3,2,2,1,0,20,545
1006,E,2004,2004-09-13,10,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,0,4,364,26,48,11,0,0,1,0,0,12,454
1006,E,2004,2004-09-13,11,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,1,2,463,30,68,22,6,0,2,1,1,32,595
1006,E,2004,2004-09-13,12,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,2,2,540,25,49,17,1,0,1,2,0,21,637
1006,E,2004,2004-09-13,13,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,0,4,547,31,53,16,1,0,0,0,0,17,652
1006,E,2004,2004-09-13,14,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,0,2,568,25,64,11,0,1,0,0,0,12,671
1006,E,2004,2004-09-13,15,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,2,8,636,27,68,11,0,2,3,0,0,16,755
1006,E,2004,2004-09-13,16,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,4,11,819,34,126,14,1,0,2,0,0,17,1007
1006,E,2004,2004-09-13,17,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,3,18,1046,34,72,5,1,1,2,1,0,10,1180
1006,E,2004,2004-09-13,18,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,4,12,761,25,41,4,0,0,1,0,0,5,844
1006,W,2004,2004-09-13,7,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,3,13,940,36,108,6,0,1,1,2,0,10,1107
1006,W,2004,2004-09-13,8,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,7,19,997,42,97,18,4,0,0,0,0,22,1177
1006,W,2004,2004-09-13,9,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,0,10,650,25,92,14,6,0,1,1,0,22,799
1006,W,2004,2004-09-13,10,3,Scotland,29,City of Edinburgh,A1,Major,A6106,A1140,330000,672800,55.9431271,-3.1222982,2.6,1.62,0,7,445,24,64,14,1,0,2,2,1,20,560
